app_name,volume_mn,value_cr,month,year
IDFC Bank App,0.9,278.53,12,2021
India Post Payments Bank App,2.76,321.16,12,2021
Indian Bank App,0.12,42.71,12,2021
IndusInd Bank App,1.19,1269.16,12,2021
Jammu and Kashmir Bank App,0.01,1.93,12,2021
Janta Sahakari Bank App,0.01,4.48,12,2021
Jio Payments Bank App,1.65,100.19,12,2021
Jupiter Money,0.98,177.92,12,2021
Karnataka Bank App,0.25,30.03,12,2021
Karur Vysya Bank App,0.04,17.44,12,2021
Kotak Mahindra Bank Apps,6.39,1168.93,12,2021
MI Pay,0.31,43.97,12,2021
MakeMy Trip,0.07,22.3,12,2021
Mobikwik,4.24,985.86,12,2021
NSDL Payments Bank App,0.01,1.31,12,2021
Others,0.02,8.74,12,2021
Paytm Payments Bank App,706.37,88094.49,12,2021
PhonePe,2077.6,394565.58,12,2021
Punjab National Bank App,0.07,33.76,12,2021
RBL Bank App,0.35,102.17,12,2021
Samsung Pay,3.21,436.3,12,2021
South Indian Bank App,0.13,39.92,12,2021
Standard Chartered Bank App,0.1,60.26,12,2021
State Bank of India Apps,3.63,1961.72,12,2021
UCO Bank App,0.14,33.49,12,2021
Ultracash,1.96,178.99,12,2021
Union Bank Apps,0.36,167.6,12,2021
WhatsApp,2.25,188.78,12,2021
Yes Bank Apps,25.14,5689.75,12,2021
YuvaPay,0.05,78.43,12,2021
AU Small Finance Bank App,0.23,81.15,1,2022
Airtel Payments Bank Apps,13.22,4729.77,1,2022
Allahabad Bank App,0.02,7.36,1,2022
Amazon Pay,73.5,6729.66,1,2022
Axis Bank Apps,47.25,1093.02,1,2022
BHIM,25.82,8511.91,1,2022
Bajaj Finserv,0.24,12.88,1,2022
Bank of Baroda Apps,0.71,342.85,1,2022
Bank of India App,0.05,20.23,1,2022
Bank of Maharashtra App,0.05,12.46,1,2022
Canara Bank App,0.26,98.95,1,2022
Central Bank of India App,0.13,47.33,1,2022
Citi Bank App,0.09,77.8,1,2022
City Union Bank App,0.02,4.92,1,2022
Cointab,1.21,179.22,1,2022
Cred,10.68,14189.86,1,2022
DBS Digibank App,0.51,186.79,1,2022
Dena Bank App,0.02,26.5,1,2022
Deutsche Bank App,0.92,62.08,1,2022
Dhanlaxmi Bank App,0.01,2.95,1,2022
Federal Bank App,0.54,109.25,1,2022
Fino Payments Bank App,0.03,2.79,1,2022
Finshell Pay,0.07,3.69,1,2022
Google Pay,1584.2,298267.07,1,2022
HDFC Bank Apps,4.94,1366.89,1,2022
HSBC Bank App,0.08,54.57,1,2022
ICICI Bank Apps,33.43,8707.05,1,2022
IDBI Bank App,0.02,12.54,1,2022
IDFC Bank App,1.22,316.37,1,2022
India Post Payments Bank App,2.65,309.42,1,2022
Indian Bank App,0.13,47.42,1,2022
IndusInd Bank App,0.74,1218.79,1,2022
Jammu and Kashmir Bank App,0.01,2.47,1,2022
Janta Sahakari Bank App,0.01,4.46,1,2022
Jio Payments Bank App,2.05,114.39,1,2022
Jupiter Money,1.02,156.15,1,2022
Karnataka Bank App,0.25,31.19,1,2022
Karur Vysya Bank App,0.04,17.37,1,2022
Kotak Mahindra Bank Apps,6.88,1333.06,1,2022
MI Pay,0.27,40.51,1,2022
MakeMy Trip,0.06,19.63,1,2022
Mobikwik,3.87,886.55,1,2022
NSDL Payments Bank App,0.02,1.45,1,2022
Others,0.02,9.08,1,2022
Paytm Payments Bank App,710.28,85125.97,1,2022
PhonePe,2140.28,405173.78,1,2022
Punjab National Bank App,0.09,44.86,1,2022
Punjab Sindh Bank App,0.01,2.87,1,2022
RBL Bank App,0.43,101.45,1,2022
Samsung Pay,3.17,431.07,1,2022
South Indian Bank App,0.13,41.4,1,2022
Standard Chartered Bank App,0.11,60.49,1,2022
State Bank of India Apps,3.62,1967.05,1,2022
UCO Bank App,0.16,37.26,1,2022
Ultracash,2.14,177.63,1,2022
Union Bank Apps,0.39,182.27,1,2022
WhatsApp,2.34,205.83,1,2022
Yes Bank Apps,27.59,5817.16,1,2022
YuvaPay,0.05,77.12,1,2022
AU Small Finance Bank App,0.25,89.36,2,2022
Airtel Payments Bank Apps,7.58,2210.17,2,2022
Allahabad Bank App,0.02,6.28,2,2022
Amazon Pay,63.49,6044.47,2,2022
Axis Bank Apps,54.78,1405.26,2,2022
BHIM,23.25,7891.86,2,2022
Bajaj Finserv,0.33,19.32,2,2022
Bank of Baroda Apps,0.67,330.69,2,2022
Bank of India App,0.05,21.28,2,2022
Bank of Maharashtra App,0.05,12.49,2,2022
Canara Bank App,0.26,95.78,2,2022
Central Bank of India App,0.12,45.26,2,2022
Citi Bank App,0.08,69.22,2,2022
City Union Bank App,0.02,5.49,2,2022
Cointab,1.73,280.57,2,2022
Cred,10.08,13364.09,2,2022
DBS Digibank App,0.46,173.63,2,2022
Dena Bank App,0.02,23.93,2,2022
Deutsche Bank App,0.87,70.43,2,2022
Dhanlaxmi Bank App,0.01,2.83,2,2022
Federal Bank App,0.55,108.21,2,2022
Fino Payments Bank App,0.03,3.25,2,2022
Finshell Pay,0.06,3.8,2,2022
Google Pay,1524.09,291273.46,2,2022
HDFC Bank Apps,4.59,1370.03,2,2022
HSBC Bank App,0.08,52.97,2,2022
ICICI Bank Apps,30.66,8727.44,2,2022
IDBI Bank App,0.02,14.6,2,2022
IDFC Bank App,1.21,321.93,2,2022
India Post Payments Bank App,2.21,268.9,2,2022
Indian Bank App,0.11,42.07,2,2022
IndusInd Bank App,0.77,1358.24,2,2022
Jammu and Kashmir Bank App,0.01,3.43,2,2022
Janta Sahakari Bank App,0.01,4.33,2,2022
Jio Payments Bank App,1.97,111.85,2,2022
Jupiter Money,1.13,140.79,2,2022
Karnataka Bank App,0.25,31.35,2,2022
Karur Vysya Bank App,0.04,17.17,2,2022
Kotak Mahindra Bank Apps,6.91,1383.3,2,2022
MI Pay,0.25,38.46,2,2022
MakeMy Trip,0.08,33.03,2,2022
Mobikwik,3.78,755.89,2,2022
NSDL Payments Bank App,0.02,1.77,2,2022
Others,0.02,8.15,2,2022
Paytm Payments Bank App,706.77,86299.22,2,2022
PhonePe,2120.2,407640.11,2,2022
Punjab National Bank App,0.08,43.49,2,2022
Punjab Sindh Bank Apps,0.01,2.66,2,2022
RBL Bank App,0.51,107.25,2,2022
Samsung Pay,3.14,421.97,2,2022
South Indian Bank App,0.12,38.69,2,2022
Standard Chartered Bank App,0.12,64.7,2,2022
State Bank of India Apps,3.38,1863.42,2,2022
UCO Bank App,0.16,35.05,2,2022
Ultracash,1.51,158.7,2,2022
Union Bank Apps,0.35,166.72,2,2022
Utkarsh Small Finance Bank,0.01,2.42,2,2022
WhatsApp,2.24,207.09,2,2022
Yes Bank Apps,32.17,6551.61,2,2022
YuvaPay,0.05,89.7,2,2022
AU Small Finance Bank App,0.29,104.48,3,2022
Airtel Payments Bank Apps,13.16,4492.25,3,2022
Allahabad Bank Apps,0.02,6.15,3,2022
Amazon Pay,76.34,6894.78,3,2022
Axis Bank Apps,61.29,1084.94,3,2022
BHIM,24.88,8050.24,3,2022
Bajaj Finserv,0.35,24.08,3,2022
Bank of Baroda Apps,0.69,328.61,3,2022
Bank of India App,0.08,26.22,3,2022
Bank of Maharashtra Apps,0.05,15,3,2022
Canara Bank Apps,0.31,109.68,3,2022
Central Bank of India Apps,0.14,50.67,3,2022
Citi Bank Apps,0.11,68.41,3,2022
City Union Bank Apps,0.03,7.3,3,2022
Cointab,0.08,33.22,3,2022
Cred,12.11,16136.11,3,2022
DBS Digibank Apps,0.49,185.52,3,2022
Dena Bank Apps,0.02,29.32,3,2022
Deutsche Bank Apps,1.02,93.02,3,2022
Dhanlaxmi Bank Apps,0.01,3.29,3,2022
Fave,0.37,13,3,2022
Federal Bank Apps,2.45,360.96,3,2022
Fino Payments Bank App,0.04,3.47,3,2022
Finserv Markets,0.03,1.49,3,2022
Finshell Pay,0.08,4,3,2022
GoIbibo,0.02,5.91,3,2022
Google Pay,1838.12,338873.25,3,2022
Groww,0.83,472.71,3,2022
HDFC Bank Apps,5.45,1624.54,3,2022
HSBC Bank Apps,0.1,62,3,2022
ICICI Bank Apps,35.13,10538.69,3,2022
IDBI Bank Apps,0.03,16.25,3,2022
IDFC Bank Apps,2.7,534.56,3,2022
India Post Payments Bank Apps,2.95,321.14,3,2022
Indian Bank Apps,0.11,42.26,3,2022
Indian Overseas Bank Apps,0.01,1.62,3,2022
IndusInd Bank Apps,1.03,2252.3,3,2022
Jammu and Kashmir Bank Apps,0.01,2.15,3,2022
Janata Sahakari Bank Apps,0.01,4.51,3,2022
Jio Payments Bank Apps,2.27,129.5,3,2022
Jupiter,1.32,164.8,3,2022
Karnataka Bank Apps,0.3,37.96,3,2022
Karur Vysya Bank Apps,0.04,18.29,3,2022
Kotak Mahindra Bank Apps,7.92,1587.51,3,2022
MI Pay,0.24,36.02,3,2022
MakeMyTrip,0.1,47.1,3,2022
Mobikwik,3.6,739.25,3,2022
NSDL Payments Bank Apps,0.02,2.28,3,2022
Others,0.02,8.11,3,2022
Paytm Payments Bank App,837.14,95650.36,3,2022
PhonePe,2527.15,471401.26,3,2022
Punjab National Bank Apps,0.09,46.64,3,2022
Punjab Sind Bank Apps,0.01,3.8,3,2022
RBL Bank Apps,0.46,126.75,3,2022
Samsung Pay,3.73,473.5,3,2022
South Indian Bank Apps,0.13,44.63,3,2022
Standard Chartered Bank Apps,0.13,69.84,3,2022
State Bank of India Apps,4.01,2130.56,3,2022
SuperPay,0.1,0.64,3,2022
UCO Bank Apps,0.19,40.88,3,2022
Ultracash,0.03,1.12,3,2022
Union Bank Apps,0.41,197.01,3,2022
Utkarsh Small Finance Bank Apps,0.01,3.9,3,2022
WhatsApp,2.54,239.78,3,2022
Yes Bank Apps,35.25,8746.74,3,2022
YuvaPay,0.06,105.39,3,2022
AU Small Finance Bank App,0.32,109.89,4,2022
Airtel Payments Bank Apps,5.3,460.9,4,2022
Amazon Pay,73.21,6699.57,4,2022
Axis Bank Apps,64.03,1257.15,4,2022
BHIM,25.69,8354.34,4,2022
Bajaj Finserv,0.52,38.61,4,2022
Bank of Baroda Apps,0.77,344.65,4,2022
Bank of India App,0.1,32.62,4,2022
Bank of Maharashtra Apps,0.05,14.56,4,2022
Canara Bank Apps,0.31,110.31,4,2022
Central Bank of India Apps,0.13,51.04,4,2022
Citi Bank Apps,0.08,66.03,4,2022
City Union Bank Apps,0.03,8.41,4,2022
Cointab,0.07,28.5,4,2022
Cred,13.05,16372.92,4,2022
DBS Digibank Apps,0.47,175.45,4,2022
Deutsche Bank Apps,1.51,128.43,4,2022
Dhanlaxmi Bank Apps,0.01,3.02,4,2022
Fave,0.18,7.73,4,2022
Federal Bank Apps,2.7,375.64,4,2022
Fino Payments Bank App,0.04,3.26,4,2022
Finserv Markets,0.01,1.06,4,2022
Finshell Pay,0.08,4.45,4,2022
GoIbibo,0.01,3.31,4,2022
Google Pay,1914.77,344791.35,4,2022
Groww,0.61,376.18,4,2022
HDFC Bank Apps,5.9,1759.12,4,2022
HSBC Bank Apps,0.11,59.72,4,2022
ICICI Bank Apps,37.65,9356.17,4,2022
IDBI Bank Apps,0.03,16.78,4,2022
IDFC Bank Apps,2.49,532.69,4,2022
India Post Payments Bank Apps,2.8,328.53,4,2022
Indian Bank Apps,0.14,49.9,4,2022
Indian Overseas Bank Apps,0.01,1.52,4,2022
IndusInd Bank Apps,1.02,2596.71,4,2022
Janata Sahakari Bank Apps,0.01,4.28,4,2022
Jio Payments Bank Apps,2.1,126.25,4,2022
Jupiter,1.47,186.13,4,2022
Jupiter Edge (LivQuick PPI App),0.01,0.43,4,2022
Karnataka Bank Apps,0.27,35.58,4,2022
Karur Vysya Bank Apps,0.04,18.54,4,2022
Kotak Mahindra Bank Apps,7.96,1684.35,4,2022
MI Pay,0.19,28.58,4,2022
MakeMyTrip,0.09,41.18,4,2022
Mobikwik,2.37,421.47,4,2022
NSDL Payments Bank Apps,0.02,2.32,4,2022
Others,0.02,8.26,4,2022
Paytm Payments Bank App,851.61,101649.06,4,2022
PhonePe,2616.26,486557.03,4,2022
Punjab National Bank Apps,0.09,46.27,4,2022
Punjab Sind Bank Apps,0.01,5.38,4,2022
RBL Bank Apps,0.3,113.65,4,2022
Samsung Pay,3.81,470.11,4,2022
South Indian Bank Apps,0.13,45.03,4,2022
Standard Chartered Bank Apps,0.12,68.15,4,2022
State Bank of India Apps,4.03,2118,4,2022
SuperPay,0.02,0.4,4,2022
Tamilnad Mercantile Bank Apps,0.01,0.26,4,2022
TataNeu,0.35,32.82,4,2022
UCO Bank Apps,0.21,41.48,4,2022
Ultracash,0.03,2.22,4,2022
Union Bank Apps,0.42,198.34,4,2022
Utkarsh Small Finance Bank Apps,0.01,3.88,4,2022
WhatsApp,2.5,242.4,4,2022
Yes Bank Apps,34.07,10246.99,4,2022
YuvaPay,0.06,103.34,4,2022
AU Small Finance Bank App,0.35,107.22,5,2022
Airtel Payments Bank Apps,6.11,486.62,5,2022
Allahabad Bank Apps,0.02,6.25,5,2022
Amazon Pay,74.83,6954.18,5,2022
Axis Bank Apps,58.66,1425.16,5,2022
BHIM,26.57,9559.66,5,2022
Bajaj Finserv,0.79,58.53,5,2022
Bank of Baroda Apps,0.88,406.79,5,2022
Bank of India App,0.12,40.04,5,2022
Bank of Maharashtra Apps,0.06,16.47,5,2022
Canara Bank Apps,0.33,114.09,5,2022
Central Bank of India Apps,0.15,55.4,5,2022
Citi Bank Apps,0.13,78.71,5,2022
City Union Bank Apps,0.03,10.06,5,2022
Cointab,0.06,23.77,5,2022
Cred,13.89,18174.61,5,2022
DBS Digibank Apps,0.47,186.33,5,2022
Deutsche Bank Apps,1.64,116.55,5,2022
Dhanlaxmi Bank Apps,0.01,3.35,5,2022
Fave,0.1,6.12,5,2022
Federal Bank Apps,3.42,474.12,5,2022
Fino Payments Bank App,0.04,3.83,5,2022
Finserv Markets,0.01,1.01,5,2022
Finshell Pay,0.09,4.68,5,2022
GoIbibo,0.01,2.41,5,2022
Google Pay,2079.92,365989.27,5,2022
Groww,0.51,335.28,5,2022
HDFC Bank Apps,6.95,1981.11,5,2022
HSBC Bank Apps,0.1,63.17,5,2022
ICICI Bank Apps,37.59,11056.9,5,2022
IDBI Bank Apps,0.03,18.48,5,2022
IDFC Bank Apps,4.75,626.34,5,2022
India Post Payments Bank Apps,3.1,351.88,5,2022
Indian Bank Apps,0.16,53.13,5,2022
Indian Overseas Bank Apps,0.01,2.35,5,2022
IndusInd Bank Apps,1.01,1711.21,5,2022
Janata Sahakari Bank Apps,0.01,4.79,5,2022
Jio Payments Bank Apps,2.08,127.88,5,2022
Jupiter,1.79,215.44,5,2022
Jupiter Edge (LivQuick PPI),0.1,5.74,5,2022
Karnataka Bank Apps,0.33,40.34,5,2022
Karur Vysya Bank Apps,0.04,17.69,5,2022
Kotak Mahindra Bank Apps,8.5,1885,5,2022
MI Pay,0.2,33.9,5,2022
MakeMyTrip,0.09,43.26,5,2022
Mobikwik,2.46,397.7,5,2022
NSDL Payments Bank Apps,0.02,2.39,5,2022
Others,0.03,10.7,5,2022
Paytm Payments Bank App,887.45,108276.78,5,2022
PhonePe,2778.75,511028.81,5,2022
Punjab National Bank Apps,0.09,43.77,5,2022
Punjab Sind Bank Apps,0.01,6.39,5,2022
RBL Bank Apps,0.38,125.39,5,2022
Samsung Pay,4.11,490.3,5,2022
South Indian Bank Apps,0.14,49.73,5,2022
Standard Chartered Bank Apps,0.13,70.48,5,2022
State Bank of India Apps,4.18,2195.66,5,2022
Tamilnad Mercantile Bank Apps,0.01,1.13,5,2022
TataNeu,0.22,30.33,5,2022
UCO Bank Apps,0.22,46.39,5,2022
Ultracash,0.05,4.4,5,2022
Union Bank Apps,0.45,211.85,5,2022
Utkarsh Small Finance Bank Apps,0.01,4.43,5,2022
WhatsApp,3.48,294.98,5,2022
Yes Bank Apps,39.69,11760.16,5,2022
YuvaPay,0.04,88.95,5,2022
AU Small Finance Bank App,0.38,120.24,6,2022
Airtel Payments Bank Apps,6.38,506.2,6,2022
Allahabad Bank Apps,0.02,6.79,6,2022
Amazon Pay,68.4,6541.84,6,2022
Axis Bank Apps,52.6,1268.38,6,2022
BHIM,22.6,7527.98,6,2022
Bajaj Finserv,1.16,85.49,6,2022
Bajaj Markets,0.01,1.2,6,2022
Bank of Baroda Apps,0.83,347.72,6,2022
Bank of India App,0.13,41.82,6,2022
Bank of Maharashtra Apps,0.06,15.77,6,2022
Canara Bank Apps,0.34,109.78,6,2022
Central Bank of India Apps,0.15,54.06,6,2022
Citi Bank Apps,0.13,63.54,6,2022
City Union Bank Apps,0.03,8.72,6,2022
Cointab,0.06,23.99,6,2022
Cred,13.4,17583.25,6,2022
DBS Digibank Apps,0.46,171.69,6,2022
Deutsche Bank Apps,1.51,99.12,6,2022
Dhanlaxmi Bank Apps,0.01,2.7,6,2022
Equitas Small Finance Bank Apps,0.01,3.87,6,2022
Fave,0.12,6.94,6,2022
Federal Bank Apps,3.55,494.21,6,2022
Fino Payments Bank App,0.05,3.17,6,2022
Finshell Pay,0.1,5.3,6,2022
GoIbibo,0.01,3.87,6,2022
Google Pay,2025.89,355137.2,6,2022
Groww,0.72,416.73,6,2022
HDFC Bank Apps,8.24,2066.22,6,2022
HSBC Bank Apps,0.11,61.39,6,2022
ICICI Bank Apps,39.37,10202.14,6,2022
IDBI Bank Apps,0.03,15.71,6,2022
IDFC Bank Apps,7.03,663.65,6,2022
India Post Payments Bank Apps,3.98,467.34,6,2022
Indian Bank Apps,0.17,53.68,6,2022
Indian Overseas Bank Apps,0.01,2.98,6,2022
IndusInd Bank Apps,1,1645.13,6,2022
Janata Sahakari Bank Apps,0.01,4.47,6,2022
Jio Payments Bank Apps,1.87,116.34,6,2022
Jupiter,1.89,223.22,6,2022
Jupiter Edge (LivQuick PPI),0.13,8.72,6,2022
Karnataka Bank Apps,0.32,43.13,6,2022
Karur Vysya Bank Apps,0.04,15.91,6,2022
Kotak Mahindra Bank Apps,8.33,1762.28,6,2022
MI Pay,0.17,29.61,6,2022
MakeMyTrip,0.11,51.45,6,2022
Mobikwik,2.31,404.63,6,2022
NSDL Payments Bank Apps,0.02,2.44,6,2022
Others,0.02,6.34,6,2022
Paytm Payments Bank App,877.5,102119.9,6,2022
PhonePe,2732.59,501474.48,6,2022
Punjab National Bank Apps,0.08,40.68,6,2022
Punjab Sind Bank Apps,0.01,5.93,6,2022
RBL Bank Apps,0.42,123.89,6,2022
Samsung Pay,4.07,468.23,6,2022
South Indian Bank Apps,0.14,46.66,6,2022
Standard Chartered Bank Apps,0.13,69.13,6,2022
State Bank of India Apps,3.83,1947.1,6,2022
TJSB Bank Apps,0.01,2.1,6,2022
Tamilnad Mercantile Bank Apps,0.03,4.02,6,2022
TataNeu,0.12,19.41,6,2022
UCO Bank Apps,0.22,42.3,6,2022
Ultracash,0.03,3.32,6,2022
Union Bank Apps,0.45,199.8,6,2022
Utkarsh Small Finance Bank Apps,0.01,3.47,6,2022
WhatsApp,23.04,429.06,6,2022
Yes Bank Apps,44.03,11147.17,6,2022
YuvaPay,0.03,58.31,6,2022
AU Small Finance Bank App,0.42,131.49,7,2022
Airtel Payments Bank Apps,7.41,555.26,7,2022
Allahabad Bank Apps,0.03,6.95,7,2022
Amazon Pay,68.77,6751.8,7,2022
Axis Bank Apps,53.99,1213.95,7,2022
BHIM,24.48,7823.95,7,2022
Bajaj Finserv,1.95,128.52,7,2022
Bajaj Markets,0.02,1.66,7,2022
Bandhan Bank Apps,0.01,1.35,7,2022
Bank of Baroda Apps,0.88,354.45,7,2022
Bank of India App,0.15,46.44,7,2022
Bank of Maharashtra Apps,0.06,16.47,7,2022
Canara Bank Apps,0.47,128.79,7,2022
Central Bank of India Apps,0.22,58.37,7,2022
Citi Bank Apps,0.11,63.66,7,2022
City Union Bank Apps,0.03,10.19,7,2022
Cointab,0.07,27.3,7,2022
Cred,14.89,19716.43,7,2022
DBS Digibank Apps,0.47,179.27,7,2022
Deutsche Bank Apps,1.87,116.01,7,2022
Dhanlaxmi Bank Apps,0.01,2.86,7,2022
Equitas Small Finance Bank Apps,0.01,4.89,7,2022
Fave,0.16,11.06,7,2022
Federal Bank Apps,3.85,539.55,7,2022
Fino Payments Bank Apps,0.06,4.26,7,2022
GoIbibo,0.01,5.1,7,2022
Google Pay,2130.63,366669.09,7,2022
Groww,0.49,290.31,7,2022
HDFC Bank Apps,9.38,2341.28,7,2022
HSBC Bank Apps,0.11,68.47,7,2022
ICICI Bank Apps,37.34,11509.29,7,2022
IDBI Bank Apps,0.03,16.42,7,2022
IDFC Bank Apps,8.28,645.34,7,2022
India Post Payments Bank Apps,4.08,480.59,7,2022
Indian Bank Apps,0.21,71.39,7,2022
Indian Overseas Bank Apps,0.01,3.74,7,2022
IndusInd Bank Apps,0.99,1652.26,7,2022
Janata Sahakari Bank Apps,0.01,4.15,7,2022
Jio Payments Bank Apps,1.9,116.59,7,2022
Jupiter,2.1,254.14,7,2022
Karnataka Bank Apps,0.35,48.01,7,2022
Karur Vysya Bank Apps,0.04,15.66,7,2022
Kotak Mahindra Bank Apps,8.86,1816.33,7,2022
MI Pay,0.16,26.98,7,2022
MakeMyTrip,0.13,58.19,7,2022
Mobikwik,2.48,462.17,7,2022
NSDL Payments Bank Apps,0.02,3.5,7,2022
Others,0.02,5.15,7,2022
Paytm Payments Bank App,933.88,111149.66,7,2022
PhonePe,2993.83,524742.49,7,2022
Punjab National Bank Apps,0.07,35.7,7,2022
Punjab Sind Bank Apps,0.01,4.03,7,2022
RBL Bank Apps,0.54,121.17,7,2022
Samsung Pay,4.05,472.39,7,2022
South Indian Bank Apps,0.15,46.97,7,2022
Standard Chartered Bank Apps,0.14,74.11,7,2022
State Bank of India Apps,4.15,2013.47,7,2022
TJSB Bank Apps,0.01,2.26,7,2022
Tamilnad Mercantile Bank Apps,0.05,6.78,7,2022
TataNeu,0.11,17.26,7,2022
UCO Bank Apps,0.22,46.83,7,2022
Ultracash,0.03,2.08,7,2022
Union Bank Apps,0.49,208.03,7,2022
Utkarsh Small Finance Bank Apps,0.02,4.55,7,2022
WhatsApp,6.18,502,7,2022
Yes Bank Apps,60.8,15236.04,7,2022
YuvaPay,0.01,21.38,7,2022
